cc_code,file,row,account_code,description,nonblank_months,formulas,values_vnd
1412000098,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,74,5004086291,Đổi đồng phục 制服交換,12,"[831050, 831050, 831050, 831050, 831050, 831050, 831050, 831050, 831050, 831050, 831050, 831050]","[831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0, 831050.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,111,5004086291,新入社員　 制服上着(夏服)　       x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,112,5004086291,新入社員　制服上着(冬服)　        x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,113,5004086291,新入社員　 制服(ズボン)　 　x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,181,5004086291,制服上着（夏服）,12,"[0, 0, 330000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 330000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,182,5004086291,制服上着（冬服）,12,"[0, 0, 350000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 350000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,183,5004086291,制服ズボン,12,"[0, 0, 232000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 232000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,111,5004086291,新入社員　 制服上着(夏服)　       x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,112,5004086291,新入社員　制服上着(冬服)　        x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,113,5004086291,新入社員　 制服(ズボン)　 　x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,183,5004086291,制服上着（夏服）,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,184,5004086291,制服上着（冬服）,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,185,5004086291,制服ズボン,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,111,5004086291,新入社員　 制服上着(夏服)　       x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,112,5004086291,新入社員　制服上着(冬服)　        x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,113,5004086291,新入社員　 制服(ズボン)　 　x2枚/人,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,184,5004086291,制服上着（夏服）,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,185,5004086291,制服上着（冬服）,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,186,5004086291,制服ズボン,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,266,5004086291,(月) 制服(夏)　x2枚 ,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,267,5004086291,2月制服(ズボン)　x2枚,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232000]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 232000.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,269,5004086291,"(2月)  制服(冬)　x2枚 
",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350000]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 350000.0]"
1412000103,69.KDTVN 部品管理2課_MP FY2027_各予定(Ver01).xlsx,136,5004086291,Đồng phục người mới,12,"[2877000, 1088500, 1088500, 1088500, 1088500, 0, 0, 1438500, 1438500, 1160500, 2877000, 1438500]","[2877000.0, 1088500.0, 1088500.0, 1088500.0, 1088500.0, 0.0, 0.0, 1438500.0, 1438500.0, 1160500.0, 2877000.0, 1438500.0]"
1412000103,69.KDTVN 部品管理2課_MP FY2027_各予定(Ver01).xlsx,137,5004086291,Chí phí phát sinh đổi đồng phục trong tháng　制服振替金額,12,"[6000000, 6000000, 6000000, 6000000, 6000000, 6000000, 6000000, 6000000, 6000000, 6000000, 6000000, 6000000]","[6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0, 6000000.0]"
1412000105,70.KDTVN 工程品質管理3課_MP FY2027_各予定(Ver01).xlsx,88,5004086291,"制服 ,靴, 帽子を交換する Đổi đồng phục",12,"[500000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000]","[500000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0, 300000.0]"
1412000075,71.KDTVN 工程品質管理4課_MP FY2027_各予定(Ver01).xlsx,67,5004086291,毎月：制服の交換 Chi phí đổi đồng phục ,12,"[200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000]","[200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0, 200000.0]"
1412000075,71.KDTVN 工程品質管理4課_MP FY2027_各予定(Ver01).xlsx,68,5004086291,chi phí cho ng mới: đồng phục và chi phí khám sức khỏe,1,"[null, 1240250, null, null, null, null, null, null, null, null, null, null]","[null, 1240250.0, null, null, null, null, null, null, null, null, null, null]"
1412000108,74.KDTVN 部品品質管理2課_MP FY2027_各予定(Ver01).xlsx,99,5004086291,制服：支給依頼者,12,"[365000, 365000, 365000, 365000, 365000, 365000, 365000, 365000, 365000, 365000, 365000, 365000]","[365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0, 365000.0]"
1412000108,74.KDTVN 部品品質管理2課_MP FY2027_各予定(Ver01).xlsx,100,5004086291,"６月、新人２名の健康診断:166.250VND/人
6月，新人２名の制服:713.000VND/人",12,"[0, 0, 879250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 879250.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
